descricao;empenhado;liquidado;pago
"6096320406";"2.500,00";"2.500,00";"2.500,00"
"6096320407";"538,12";"538,12";"538,12"
"6096320408";"1.183,87";"1.183,87";"1.183,87"
"6096320409";"3.121,12";"3.121,12";"3.121,12"
"6096320410";"3.121,12";"3.121,12";"3.121,12"
"6096320411";"1.183,87";"1.183,87";"1.183,87"
"6096320412";"215,25";"215,25";"215,25"
"6096320413";"538,12";"538,12";"538,12"
"6096320414";"1.183,87";"1.183,87";"1.183,87"
"6096320415";"322,87";"322,87";"322,87"
"6096320416";"829,12";"829,12";"829,12"
"6096320417";"215,25";"215,25";"215,25"
"6096320418";"1.887,50";"1.887,50";"1.887,50"
"6096320419";"1.887,50";"1.887,50";"1.887,50"
"6096320420";"1.887,50";"1.887,50";"1.887,50"
"6096320421";"1.887,50";"1.887,50";"1.887,50"
"6096320422";"215,25";"215,25";"215,25"
"6096320423";"968,62";"968,62";"968,62"
"6096320424";"968,63";"968,63";"968,63"
"6096320425";"753,37";"753,37";"753,37"
"6096320426";"753,37";"753,37";"753,37"
"6096320427";"527,62";"527,62";"527,62"
"6096320428";"753,37";"753,37";"753,37"
"6096320429";"968,63";"968,63";"968,63"
"6096320430";"753,37";"753,37";"753,37"
"6096320431";"62.525,00";"62.525,00";"62.525,00"
"6096320432";"3.121,12";"3.121,12";"3.121,12"
"6096320433";"1.883,70";"1.883,70";"1.883,70"
"6096320434";"1.614,37";"1.614,37";"1.614,37"
"6096320435";"1.883,70";"1.883,70";"1.883,70"
"6096320436";"1.883,70";"1.883,70";"1.883,70"
"6096320437";"1.883,70";"1.883,70";"1.883,70"
"6096320438";"1.883,70";"1.883,70";"1.883,70"
"6096320439";"1.883,70";"1.883,70";"1.883,70"
"6096320440";"226,05";"226,05";"226,05"
"6096320441";"753,37";"753,37";"753,37"
"6096320442";"538,12";"538,12";"538,12"
"6096320443";"3.121,12";"3.121,12";"3.121,12"
"6096320444";"1.883,70";"1.883,70";"1.883,70"
"6096320445";"322,87";"322,87";"322,87"
"6096320446";"1.281,37";"1.281,37";"1.281,37"
"6096320447";"538,12";"538,12";"538,12"
"6096320448";"322,87";"322,87";"322,87"
"6096320449";"322,87";"322,87";"322,87"
"6096320450";"322,87";"322,87";"322,87"
"6096320451";"226,12";"226,12";"226,12"
"6096320452";"1.614,37";"1.614,37";"1.614,37"
"6096320453";"753,37";"753,37";"753,37"
"6096320454";"538,12";"538,12";"538,12"
"6096320455";"1.183,87";"1.183,87";"1.183,87"
"6096320456";"1.883,70";"1.883,70";"1.883,70"
"6096320457";"5.000,00";"5.000,00";"5.000,00"
"6096320458";"1.500,00";"1.500,00";"1.500,00"
"6096320459";"829,12";"829,12";"829,12"
"6096320460";"3.220,87";"3.220,87";"3.220,87"
"6096320461";"3.451,49";"3.451,49";"3.451,49"
"6096320462";"322,87";"322,87";"322,87"
"6096320463";"1.614,37";"1.614,37";"1.614,37"
"6096320464";"3.121,12";"3.121,12";"3.121,12"
"6096320465";"753,37";"753,37";"753,37"
"6096320466";"753,37";"753,37";"753,37"
"6096320467";"3.121,12";"3.121,12";"3.121,12"
"6096320468";"753,37";"753,37";"753,37"
"6096320469";"1.345,50";"1.345,50";"1.345,50"
"6096320470";"23.322,00";"3.470,00";"3.466,00"
"6096320471";"4.197,37";"4.197,37";"4.197,37"
"6096320472";"1.587,41";"1.587,41";"1.587,41"
"6096320473";"865,86";"865,86";"865,86"
"6096320474";"1.587,41";"1.587,41";"1.587,41"
"6096320475";"1.587,41";"1.587,41";"1.587,41"
"6096320476";"538,12";"538,12";"538,12"
"6096320477";"338,00";"338,00";"338,00"
"6096320478";"15.415,95";"13.084,00";"13.084,00"
"6096320479";"1.345,50";"1.345,50";"1.345,50"
"6096320480";"1.345,50";"1.345,50";"1.345,50"
"6096320481";"1.345,50";"1.345,50";"1.345,50"
"6096320484";"322,87";"322,87";"322,87"
"6096320485";"755,00";"755,00";"755,00"
"6096320486";"755,00";"755,00";"755,00"
"6096320487";"755,00";"755,00";"755,00"
"6096320488";"9.956,70";"9.956,70";"9.956,70"
"6096320489";"755,00";"755,00";"755,00"
"6096320490";"432,93";"432,93";"432,93"
"6096320491";"1.574,37";"1.574,37";"1.574,37"
"6096320492";"9.956,70";"9.956,70";"9.956,70"
"6096320493";"9.956,70";"9.956,70";"9.956,70"
"6096320494";"9.956,70";"9.956,70";"9.956,70"
"6096320495";"2.000,00";"2.000,00";"2.000,00"
"6096320496";"9.956,70";"9.956,70";"9.956,70"
"6096320497";"1.198,00";"1.146,00";"1.146,00"
"6096320498";"13.607,00";"4.584,00";"4.584,00"
"6096320499";"3.121,12";"3.121,12";"3.121,12"
"6096320500";"3.121,12";"3.121,12";"3.121,12"
"6096320502";"2.433,12";"2.433,12";"2.433,12"
"6096320503";"538,12";"538,12";"538,12"
"6096320504";"2.433,12";"2.433,12";"2.433,12"
"6096320505";"2.433,12";"2.433,12";"2.433,12"
"6096320506";"2.433,12";"2.433,12";"2.433,12"
"6096320507";"1.510,00";"1.510,00";"1.510,00"
"6096320508";"2.044,87";"2.044,87";"2.044,87"
"6096320509";"1.432,12";"1.432,12";"1.432,12"
"6096320510";"226,12";"226,12";"226,12"
"6096320511";"376,87";"376,87";"376,87"
"6096320513";"1.183,87";"1.183,87";"1.183,87"
"6096320514";"538,12";"538,12";"538,12"
"6096320515";"2.421,90";"2.421,90";"2.421,90"
"6096320516";"322,87";"322,87";"322,87"
"6096320517";"2.421,90";"2.421,90";"2.421,90"
"6096320518";"2.421,90";"2.421,90";"2.421,90"
"6096320519";"2.421,90";"2.421,90";"2.421,90"
"6096320520";"107,62";"107,62";"107,62"
"6096320521";"538,12";"538,12";"538,12"
"6096320522";"215,25";"215,25";"215,25"
"6096320523";"753,37";"753,37";"0,00"
"6096320524";"527,62";"527,62";"527,62"
"6096320525";"215,25";"215,25";"215,25"
"6096320526";"432,93";"432,93";"432,93"
"6096320527";"49.762,80";"49.762,80";"49.762,80"
"6096320528";"47.090,00";"0,00";"0,00"
"6096320529";"538,12";"538,12";"538,12"
"6096320530";"432,93";"432,93";"432,93"
"6096320531";"807,25";"807,25";"807,25"
"6096320532";"807,25";"807,25";"807,25"
"6096320533";"1.345,50";"1.345,50";"1.345,50"
"6096320534";"429,37";"429,37";"429,37"
"6096320535";"432,93";"432,93";"432,93"
"6096320536";"107,62";"107,62";"107,62"
"6096320537";"322,87";"322,87";"322,87"
"6096320538";"1.345,50";"1.345,50";"1.345,50"
"6096320539";"753,37";"753,37";"753,37"
"6096320540";"753,37";"753,37";"753,37"
"6096320541";"322,87";"322,87";"322,87"
"6096320542";"107,62";"107,62";"107,62"
"6096320543";"1.883,70";"1.883,70";"1.883,70"
"6096320544";"2.505,12";"2.505,12";"2.505,12"
"6096320545";"1.678,95";"1.678,95";"1.678,95"
"6096320546";"3.000,00";"3.000,00";"3.000,00"
"6096320547";"43.489,60";"43.489,60";"43.489,60"
"6096320548";"753,37";"753,37";"753,37"
"6096320549";"107,62";"107,62";"107,62"
"6096320550";"1.887,50";"1.887,50";"1.887,50"
"6096320551";"4.036,50";"4.036,50";"4.036,50"
"6096320552";"11.033,10";"11.033,10";"11.033,10"
"6096320553";"3.936,62";"3.936,62";"3.936,62"
"6096320554";"968,62";"968,62";"968,62"
"6096320555";"968,62";"968,62";"968,62"
"6096320556";"3.936,62";"3.936,62";"3.936,62"
"6096320557";"322,87";"322,87";"322,87"
"6096320558";"1.345,50";"1.345,50";"1.345,50"
"6096320559";"538,12";"538,12";"538,12"
"6096320560";"538,12";"538,12";"538,12"
"6096320561";"107,62";"107,62";"107,62"
"6096320562";"968,62";"968,62";"968,62"
"6096320563";"2.265,00";"2.265,00";"2.265,00"
"6096320564";"288,62";"288,62";"288,62"
"6096320565";"10.000,00";"10.000,00";"10.000,00"
"6096320566";"377,50";"377,50";"377,50"
"6096320567";"1.510,00";"1.510,00";"1.510,00"
"6096320568";"3.121,12";"3.121,12";"3.121,12"
"6096320569";"538,12";"538,12";"538,12"
"6096320570";"21.000,00";"10.870,00";"10.870,00"
"6096320571";"3.121,12";"3.121,12";"3.121,12"
"6096320572";"5.368,12";"5.368,12";"5.368,12"
"6096320573";"5.368,12";"5.368,12";"5.368,12"
"6096320574";"0,00";"0,00";"0,00"
"6096320575";"4.000,00";"4.000,00";"4.000,00"
"6096320577";"8.000,00";"8.000,00";"8.000,00"
"6096320578";"3.220,87";"3.220,87";"3.220,87"
"6096320579";"1.832,89";"1.832,89";"1.832,89"
"6096320580";"2.642,50";"2.642,50";"2.642,50"
"6096320581";"1.829,62";"1.829,62";"1.829,62"
"6096320582";"2.505,12";"2.505,12";"2.505,12"
"6096320583";"2.642,50";"2.642,50";"2.642,50"
"6096320584";"2.642,50";"2.642,50";"2.642,50"
"6096320585";"1.883,70";"1.883,70";"1.883,70"
"6096320586";"1.883,70";"1.883,70";"1.883,70"
"6096320587";"1.883,70";"1.883,70";"1.883,70"
"6096320588";"527,63";"527,63";"527,63"
"6096320589";"1.883,70";"1.883,70";"1.883,70"
"6096320590";"753,37";"753,37";"753,37"
"6096320591";"753,37";"753,37";"753,37"
"6096320592";"7.780,00";"7.780,00";"7.780,00"
"6096320593";"5.368,12";"5.368,12";"5.368,12"
"6096320594";"322,87";"322,87";"322,87"
"6096320595";"61.950,00";"61.950,00";"61.950,00"
"6096320596";"322,87";"322,87";"322,87"
"6096320597";"322,87";"322,87";"322,87"
"6096320598";"322,87";"322,87";"322,87"
"6096320599";"322,87";"322,87";"322,87"
"6096320600";"2.421,90";"2.421,90";"2.421,90"
"6096320601";"322,87";"322,87";"322,87"
"6096320602";"322,87";"322,87";"322,87"
"6096320603";"215,25";"215,25";"215,25"
"6096320604";"1.183,87";"1.183,87";"1.183,87"
"6096320605";"1.829,62";"1.829,62";"1.829,62"
"6096320606";"1.183,87";"1.183,87";"1.183,87"
"6096320607";"753,37";"753,37";"753,37"
"6096320608";"215,25";"215,25";"215,25"
"6096320609";"2.000,00";"2.000,00";"2.000,00"
"6096320610";"4.000,00";"4.000,00";"4.000,00"
"6096320611";"322,87";"322,87";"322,87"
"6096320612";"4.036,50";"4.036,50";"4.036,50"
"6096320613";"5.368,12";"5.368,12";"5.368,12"
"6096320614";"538,12";"538,12";"538,12"
"6096320615";"215,25";"215,25";"215,25"
"6096320616";"107,62";"107,62";"107,62"
"6096320617";"215,25";"215,25";"215,25"
"6096320618";"0,00";"0,00";"0,00"
"6096320619";"322,87";"322,87";"322,87"
"6096320621";"215,25";"215,25";"215,25"
"6096320622";"322,87";"322,87";"322,87"
"6096320623";"215,25";"215,25";"215,25"
"6096320624";"538,12";"538,12";"538,12"
"6096320625";"107,62";"107,62";"107,62"
"6096320626";"538,12";"538,12";"538,12"
"6096320627";"215,25";"215,25";"215,25"
"6096320628";"322,87";"322,87";"322,87"
"6096320629";"538,12";"538,12";"538,12"
"6096320630";"538,12";"538,12";"538,12"
"6096320631";"538,12";"538,12";"538,12"
"6096320632";"2.044,87";"2.044,87";"2.044,87"
"6096320633";"322,87";"322,87";"322,87"
"6096320634";"322,87";"322,87";"322,87"
"6096320635";"215,25";"215,25";"215,25"
"6096320636";"538,12";"538,12";"538,12"
"6096320637";"322,87";"322,87";"322,87"
"6096320638";"753,37";"753,37";"753,37"
"6096320639";"538,12";"538,12";"538,12"
"6096320640";"322,87";"322,87";"322,87"
"6096320641";"107,63";"107,63";"107,63"
"6096320642";"107,63";"107,63";"107,63"
"6096320643";"2.475,37";"2.475,37";"2.475,37"
"6096320644";"322,87";"322,87";"322,87"
"6096320645";"2.475,37";"2.475,37";"2.475,37"
"6096320646";"322,87";"322,87";"322,87"
"6096320647";"753,37";"753,37";"753,37"
"6096320648";"2.500,00";"2.500,00";"2.500,00"
"6096320649";"322,87";"322,87";"322,87"
"6096320650";"538,12";"538,12";"538,12"
"6096320651";"1.399,12";"1.399,12";"1.399,12"
"6096320652";"3.775,00";"3.775,00";"3.775,00"
"6096320653";"322,87";"322,87";"322,87"
"6096320654";"753,37";"753,37";"753,37"
"6096320655";"322,87";"322,87";"322,87"
"6096320656";"322,87";"322,87";"322,87"
"6096320657";"322,87";"322,87";"322,87"
"6096320658";"2.421,90";"2.421,90";"2.421,90"
"6096320659";"1.860,62";"1.860,62";"1.860,62"
"6096320660";"3.121,12";"3.121,12";"3.121,12"
"6096320661";"3.121,42";"3.121,42";"3.121,42"
"6096320662";"3.121,42";"3.121,42";"3.121,42"
"6096320663";"1.969,97";"1.969,97";"1.969,97"
"6096320664";"3.121,42";"3.121,42";"3.121,42"
"6096320665";"215,25";"215,25";"215,25"
"6096320666";"753,37";"753,37";"753,37"
"6096320667";"1.453,05";"1.453,05";"1.453,05"
"6096320668";"3.121,42";"3.121,42";"3.121,42"
"6096320669";"3.121,42";"3.121,42";"3.121,42"
"6096320670";"3.121,12";"3.121,12";"3.121,12"
"6096320671";"538,12";"538,12";"538,12"
"6096320672";"376,87";"376,87";"376,87"
"6096320673";"107,62";"107,62";"107,62"
"6096320674";"322,80";"322,80";"322,80"
"6096320675";"960,09";"960,09";"960,09"
"6096320676";"960,09";"960,09";"960,09"
"6096320677";"2.505,12";"2.505,12";"2.505,12"
"6096320678";"1.010,17";"1.010,17";"1.010,17"
"6096320679";"225,00";"225,00";"225,00"
"6096320680";"807,30";"807,30";"807,30"
"6096320681";"1.010,17";"1.010,17";"1.010,17"
"6096320682";"1.010,17";"1.010,17";"1.010,17"
"6096320683";"1.399,12";"1.399,12";"1.399,12"
"6096320684";"1.010,17";"1.010,17";"1.010,17"
"6096320685";"322,80";"322,80";"322,80"
"6096320686";"538,12";"538,12";"538,12"
"6096320687";"215,25";"215,25";"215,25"
"6096320688";"215,25";"215,25";"215,25"
"6096320689";"538,20";"538,20";"538,20"
"6096320690";"753,37";"753,37";"753,37"
"6096320691";"753,37";"753,37";"753,37"
"6096320692";"24.000,00";"24.000,00";"24.000,00"
"6096320693";"8.999,00";"8.999,00";"8.999,00"
"6096320694";"753,37";"753,37";"753,37"
"6096320695";"429,37";"429,37";"429,37"
"6096320696";"4.036,50";"4.036,50";"4.036,50"
"6096320697";"4.036,50";"4.036,50";"4.036,50"
"6096320698";"753,37";"753,37";"753,37"
"6096320699";"753,37";"753,37";"753,37"
"6096320700";"322,87";"322,87";"322,87"
"6096320701";"322,87";"322,87";"322,87"
"6096320702";"215,25";"215,25";"215,25"
"6096320703";"753,37";"753,37";"753,37"
"6096320704";"753,37";"753,37";"753,37"
"6096320705";"2.421,90";"2.421,90";"2.421,90"
"6096320706";"215,25";"215,25";"215,25"
"6096320707";"1.183,87";"1.183,87";"1.183,87"
"6096320708";"807,25";"807,25";"807,25"
"6096320709";"3.121,12";"3.121,12";"3.121,12"
"6096320710";"753,37";"753,37";"753,37"
"6096320711";"2.421,90";"2.421,90";"2.421,90"
"6096320712";"215,25";"215,25";"215,25"
"6096320713";"645,75";"645,75";"0,00"
"6096320714";"322,87";"322,87";"322,87"
"6096320715";"960,09";"960,09";"960,09"
"6096320716";"322,87";"322,87";"322,87"
"6096320717";"2.152,80";"2.152,80";"2.152,80"
"6096320718";"2.152,80";"2.152,80";"2.152,80"
"6096320719";"1.001,87";"1.001,87";"1.001,87"
"6096320720";"753,37";"753,37";"753,37"
"6096320721";"322,80";"322,80";"322,80"
"6096320722";"1.183,87";"1.183,87";"1.183,87"
"6096320723";"1.183,87";"1.183,87";"1.183,87"
"6096320724";"1.183,87";"1.183,87";"1.183,87"
"6096320725";"1.183,87";"1.183,87";"1.183,87"
"6096320726";"753,37";"753,37";"753,37"
"6096320727";"753,37";"753,37";"753,37"
"6096320728";"3.121,12";"3.121,12";"3.121,12"
"6096320729";"1.183,87";"1.183,87";"1.183,87"
"6096320730";"1.399,12";"1.399,12";"1.399,12"
"6096320731";"1.399,12";"1.399,12";"1.399,12"
"6096320732";"1.073,00";"1.073,00";"1.073,00"
"6096320733";"1.073,00";"1.073,00";"1.073,00"
"6096320734";"753,37";"753,37";"753,37"
"6096320735";"4.000,00";"4.000,00";"4.000,00"
"6096320736";"2.500,00";"2.500,00";"2.500,00"
"6096320737";"2.421,90";"2.421,90";"2.421,90"
"6096320738";"20.700,00";"20.700,00";"20.700,00"
"6096320739";"1.183,87";"1.183,87";"1.183,87"
"6096320740";"829,12";"829,12";"829,12"
"6096320741";"3.397,50";"3.397,50";"3.397,50"
"6096320742";"3.397,50";"3.397,50";"3.397,50"
"6096320743";"1.876,03";"1.876,03";"1.876,03"
"6096320744";"1.876,03";"1.876,03";"1.876,03"
"6096320745";"2.421,90";"2.421,90";"2.421,90"
"6096320746";"2.421,90";"2.421,90";"2.421,90"
"6096320747";"322,87";"322,87";"322,87"
"6096320748";"2.421,90";"2.421,90";"2.421,90"
"6096320749";"2.843,63";"2.843,63";"2.843,63"
"6096320750";"215,25";"215,25";"215,25"
"6096320751";"1.883,70";"1.883,70";"1.883,70"
"6096320752";"1.876,03";"1.876,03";"1.876,03"
"6096320753";"15.876,90";"15.876,90";"15.876,90"
"6096320754";"286,25";"286,25";"286,25"
"6096320755";"2.000,00";"2.000,00";"2.000,00"
"6096320756";"8.000,00";"8.000,00";"8.000,00"
"6096320757";"1.587,41";"1.587,41";"1.587,41"
"6096320758";"968,62";"968,62";"968,62"
"6096320759";"968,62";"968,62";"968,62"
"6096320760";"0,00";"0,00";"0,00"
"6096320761";"27.479,50";"27.479,50";"27.479,50"
"6096320762";"23.700,00";"23.700,00";"23.700,00"
"6096320763";"538,12";"538,12";"538,12"
"6096320764";"3.844,12";"3.844,12";"3.844,12"
"6096320765";"376,87";"376,87";"376,87"
"6096320766";"753,37";"753,37";"753,37"
"6096320767";"753,37";"753,37";"753,37"
"6096320768";"1.345,50";"1.345,50";"1.345,50"
"6096320769";"1.345,50";"1.345,50";"1.345,50"
"6096320770";"1.001,87";"1.001,87";"1.001,87"
"6096320771";"538,12";"538,12";"538,12"
"6096320772";"3.121,12";"3.121,12";"3.121,12"
"6096320773";"538,12";"538,12";"538,12"
"6096320774";"3.121,12";"3.121,12";"3.121,12"
"6096320775";"753,37";"753,37";"753,37"
"6096320776";"538,12";"538,12";"538,12"
"6096320777";"322,87";"322,87";"322,87"
"6096320778";"215,25";"215,25";"215,25"
"6096320779";"215,25";"215,25";"215,25"
"6096320780";"2.421,90";"2.421,90";"2.421,90"
"6096320781";"2.421,90";"2.421,90";"2.421,90"
"6096320782";"1.345,50";"1.345,50";"1.345,50"
"6096320783";"753,37";"753,37";"753,37"
"6096320784";"2.421,90";"2.421,90";"2.421,90"
"6096320785";"753,37";"753,37";"753,37"
"6096320787";"1.453,05";"1.453,05";"1.453,05"
"6096320788";"4.000,00";"4.000,00";"4.000,00"
"6096320789";"538,12";"538,12";"538,12"
"6096320790";"2.421,90";"2.421,90";"2.421,90"
"6096320791";"322,87";"322,87";"322,87"
"6096320792";"807,30";"807,30";"807,30"
"6096320793";"538,12";"538,12";"538,12"
"6096320794";"807,30";"807,30";"807,30"
"6096320795";"60.393,59";"60.393,59";"60.393,59"
"6096320796";"322,87";"322,87";"322,87"
"6096320797";"968,62";"968,62";"968,62"
"6096320798";"2.475,37";"2.475,37";"2.475,37"
"6096320799";"322,87";"322,87";"322,87"
"6096320800";"0,00";"0,00";"0,00"
"6096320802";"753,37";"753,37";"753,37"
"6096320803";"2.500,00";"2.500,00";"2.500,00"
"6096320804";"2.421,90";"2.421,90";"2.421,90"
"6096320805";"3.121,12";"3.121,12";"3.121,12"
"6096320806";"3.000,00";"3.000,00";"3.000,00"
"6096320807";"645,75";"645,75";"645,75"
"6096320808";"538,12";"538,12";"538,12"
"6096320809";"322,87";"322,87";"322,87"
"6096320810";"2.960,10";"2.960,10";"2.960,10"
"6096320811";"2.500,00";"2.500,00";"2.500,00"
"6096320812";"753,37";"753,37";"753,37"
"6096320813";"753,37";"753,37";"753,37"
"6096320814";"538,12";"538,12";"538,12"
"6096320815";"753,37";"753,37";"753,37"
"6096320816";"538,12";"538,12";"538,12"
"6096320817";"753,37";"753,37";"753,37"
"6096320818";"538,12";"538,12";"538,12"
"6096320819";"538,12";"538,12";"538,12"
"6096320820";"538,12";"538,12";"538,12"
"6096320821";"753,37";"753,37";"753,37"
"6096320822";"538,12";"538,12";"538,12"
"6096320823";"2.000,00";"2.000,00";"2.000,00"
"6096320824";"753,37";"753,37";"753,37"
"6096320825";"2.960,10";"2.960,10";"2.960,10"
"6096320826";"3.121,12";"3.121,12";"3.121,12"
"6096320827";"322,87";"322,87";"322,87"
"6096320828";"322,87";"322,87";"322,87"
"6096320829";"2.044,87";"2.044,87";"2.044,87"
"6096320830";"3.121,12";"3.121,12";"3.121,12"
"6096320831";"2.960,10";"2.960,10";"2.960,10"
"6096320832";"4.152,50";"4.152,50";"4.152,50"
"6096320833";"1.183,87";"1.183,87";"1.183,87"
"6096320834";"4.152,50";"4.152,50";"4.152,50"
"6096320835";"4.152,50";"4.152,50";"4.152,50"
"6096320836";"3.500,00";"3.500,00";"3.500,00"
"6096320837";"3.000,00";"3.000,00";"3.000,00"
"6096320838";"322,87";"322,87";"322,87"
"6096320839";"18.000,00";"18.000,00";"18.000,00"
"6096320840";"2.044,87";"2.044,87";"2.044,87"
"6096320841";"3.229,20";"3.229,20";"3.229,20"
"6096320842";"1.614,37";"1.614,37";"1.614,37"
"6096320843";"721,55";"721,55";"721,55"
"6096320844";"721,55";"721,55";"721,55"
"6096320845";"721,55";"721,55";"721,55"
"6096320846";"4.294,50";"4.294,50";"4.294,50"
"6096320847";"538,12";"538,12";"538,12"
"6096320848";"2.960,10";"2.960,10";"2.960,10"
"6096320849";"4.000,00";"4.000,00";"4.000,00"
"6096320850";"2.960,10";"2.960,10";"2.960,10"
"6096320851";"43.054,00";"24.128,53";"24.128,53"
"6096320852";"2.960,10";"2.960,10";"2.960,10"
"6096320853";"2.960,10";"2.960,10";"2.960,10"
"6096320854";"3.498,30";"3.498,30";"3.498,30"
"6096320855";"538,12";"538,12";"538,12"
"6096320856";"753,37";"753,37";"753,37"
"6096320857";"3.498,30";"3.498,30";"3.498,30"
"6096320858";"753,37";"753,37";"753,37"
"6096320859";"2.265,00";"2.265,00";"2.265,00"
"6096320860";"3.498,30";"3.498,30";"3.498,30"
"6096320861";"190,82";"190,82";"190,82"
"6096320862";"190,82";"190,82";"190,82"
"6096320864";"968,62";"968,62";"968,62"
"6096320865";"1.883,70";"1.883,70";"1.883,70"
"6096320866";"753,37";"753,37";"753,37"
"6096320867";"753,35";"753,35";"753,35"
"6096320868";"968,63";"968,63";"968,63"
"6096320869";"968,63";"968,63";"968,63"
"6096320870";"322,87";"322,87";"322,87"
"6096320871";"2.421,90";"2.421,90";"2.421,90"
"6096320872";"3.498,30";"3.498,30";"3.498,30"
"6096320873";"753,37";"753,37";"753,37"
"6096320874";"979,87";"979,87";"979,87"
"6096320875";"1.399,12";"1.399,12";"1.399,12"
"6096320876";"3.121,12";"3.121,12";"3.121,12"
"6096320877";"3.498,30";"3.498,30";"3.498,30"
"6096320878";"2.472,45";"2.472,45";"2.472,45"
"6096320879";"2.505,12";"2.505,12";"2.505,12"
"6096320880";"968,62";"968,62";"968,62"
"6096320881";"968,62";"968,62";"968,62"
"6096320882";"538,12";"538,12";"538,12"
"6096320883";"249,46";"249,46";"249,46"
"6096320884";"322,87";"322,87";"322,87"
"6096320885";"322,87";"322,87";"322,87"
"6096320886";"2.500,00";"2.500,00";"2.500,00"
"6096320887";"32.340,00";"0,00";"0,00"
"6096320888";"1.183,87";"1.183,87";"1.183,87"
"6096320889";"829,12";"829,12";"829,12"
"6096320890";"376,87";"376,87";"376,87"
"6096320891";"215,25";"215,25";"215,25"
"6096320892";"538,12";"538,12";"538,12"
"6096320893";"3.121,12";"3.121,12";"3.121,12"
"6096320895";"322,87";"322,87";"322,87"
"6096320896";"1.887,50";"1.887,50";"1.887,50"
"6096320897";"1.887,50";"1.887,50";"1.887,50"
"6096320898";"1.887,50";"1.887,50";"1.887,50"
"6096320899";"1.887,50";"1.887,50";"1.887,50"
